SESSION-CRYPTO FIELD TAINT V9
Parser output semantic fields established by v8: session algorithm presence/value @ +0x118/+0x11c; session key-length presence/value @ +0x120/+0x128.
Goal: find copies/consumers of this exact four-offset signature in networking code and connect it to P2P constructors.

=== CRYPTO PARSER ENTRY (confirm output pointer) 0x7c088e4-0x7c08980 ===
0x7c088e4: stp       x29, x30, [sp, #-0x60]!
  0x7cc667c: cbnz      x0, #0x7cc668c
  0x7cc6680: b         #0x7cc66ac
  0x7cc6684: ldr       x0, [x19, #0x120]
  0x7cc6688: cbz       x0, #0x7cc66ac
  0x7cc668c: ldr       x8, [x20]
  0x7cc6690: mov       x1, x21
  0x7cc6694: mov       x2, x22
  0x7cc6698: add       x0, x0, x8
  0x7cc669c: bl        #0x8b35300
  0x7cc66a0: ldr       x8, [x20]
  0x7cc66a4: add       x8, x8, x22
  0x7cc66a8: str       x8, [x20]
  0x7cc66ac: ldurb     w8, [x29, #-0x28]
  0x7cc66b0: tbz       w8, #0, #0x7cc66bc
  0x7cc66b4: ldur      x0, [x29, #-0x18]
  0x7cc66b8: bl        #0x8b352c0
  ...
  0x7cc66c4: bl        #0x745cd70
  ...
  0x7cc66f8: bl        #0x745cbd0
  0x7cc66fc: ldp       x10, x9, [x29, #-0x20]
  0x7cc6700: ldurb     w8, [x29, #-0x28]
  0x7cc6704: tst       w8, #1
  0x7cc6708: lsr       x8, x8, #1
  0x7cc670c: csel      x21, x21, x9, eq
  0x7cc6710: csel      x10, x8, x10, eq
  0x7cc6714: cbz       x21, #0x7cc6794
  0x7cc6718: ldr       x9, [x19, #0x128]
  0x7cc671c: and       x22, x10, #0xffffffff
  0x7cc6720: ldr       x8, [x19, #0x118]
  0x7cc6724: sub       x10, x9, x8
  0x7cc6728: cmp       x10, x22
  0x7cc672c: b.hs      #0x7cc676c
  0x7cc6730: lsl       x10, x9, #1
  0x7cc6734: cmp       x9, #0
  0x7cc6738: mov       w9, #0x2000
  0x7cc673c: add       x8, x8, x22
  0x7cc6740: csel      x9, x9, x10, eq
  0x7cc6744: mov       x23, x9
  0x7cc6748: lsl       x9, x9, #1
  0x7cc674c: cmp       x23, x8
  0x7cc6750: b.lo      #0x7cc6744
  0x7cc6754: ldr       x0, [x19, #0x120]
  0x7cc6758: mov       x1, x23
  0x7cc675c: bl        #0x8b38370
  0x7cc6760: stp       x0, x23, [x19, #0x120]
  0x7cc6764: cbnz      x0, #0x7cc6774
  0x7cc6768: b         #0x7cc6794
  0x7cc676c: ldr       x0, [x19, #0x120]
  0x7cc6770: cbz       x0, #0x7cc6794
  0x7cc6774: ldr       x8, [x20]
  0x7cc6778: mov       x1, x21
  0x7cc677c: mov       x2, x22
  0x7cc6780: add       x0, x0, x8
  0x7cc6784: bl        #0x8b35300
  0x7cc6788: ldr       x8, [x20]
  0x7cc678c: add       x8, x8, x22
  0x7cc6790: str       x8, [x20]
  0x7cc6794: ldurb     w8, [x29, #-0x28]
  0x7cc6798: tbz       w8, #0, #0x7cc67a4
  0x7cc679c: ldur      x0, [x29, #-0x18]
  0x7cc67a0: bl        #0x8b352c0
  ...
  0x7cc67b4: bl        #0x6f640ec
  ...
  0x7cc683c: bl        #0x2efa4dc
  ...
  0x7cc685c: bl        #0x8b352f0
  ...
  0x7cc6868: bl        #0x8b35650
  ...
  0x7cc68b4: bl        #0x745cbd0
  ...
  0x7cc6914: bl        #0x8b38370
  ...
  0x7cc693c: bl        #0x8b35300
  ...
  0x7cc6958: bl        #0x8b352c0
  ...
  0x7cc6964: bl        #0x745cd70
  ...
  0x7cc6988: bl        #0x745cbd0
  ...
  0x7cc69e8: bl        #0x8b38370
  ...
  0x7cc6a10: bl        #0x8b35300
  ...
  0x7cc6a2c: bl        #0x8b352c0
  ...
  0x7cc6a38: bl        #0x745cd70
  ...
  0x7cc6a60: bl        #0x745cbd0
  ...
  0x7cc6ac0: bl        #0x8b38370
  ...
  0x7cc6ae8: bl        #0x8b35300
  ...
  0x7cc6b04: bl        #0x8b352c0
  ...
  0x7cc6b1c: bl        #0x8b35330
  ...
  0x7cc6b4c: bl        #0x8b35260
  ...
  0x7cc6b6c: bl        #0x8b352f0
  ...
  0x7cc6b8c: bl        #0x745cbd0
  ...
  0x7cc6bec: bl        #0x8b38370
  ...
  0x7cc6c14: bl        #0x8b35300
  ...
  0x7cc6c28: tbz       w8, #0, #0x7cc6c34
  0x7cc6c2c: ldr       x0, [sp, #0x18]
  0x7cc6c30: bl        #0x8b352c0
  0x7cc6c34: ldr       x1, [sp, #0x20]
  0x7cc6c38: mov       x0, x20
  0x7cc6c3c: bl        #0x745cbd0
  0x7cc6c40: ldr       x21, [sp, #0x28]
  0x7cc6c44: cbz       x21, #0x7cc6cc0
  0x7cc6c48: ldr       x9, [x19, #0x128]
  0x7cc6c4c: ldr       x8, [x19, #0x118]
  0x7cc6c50: ldr       w22, [sp, #0x20]
  0x7cc6c54: sub       x10, x9, x8
  0x7cc6c58: cmp       x10, x22
  0x7cc6c5c: b.hs      #0x7cc6c98
  0x7cc6c60: lsl       x10, x9, #1
  0x7cc6c64: cmp       x9, #0
  0x7cc6c68: csel      x9, x28, x10, eq
  0x7cc6c6c: add       x8, x8, x22
  0x7cc6c70: mov       x23, x9
  0x7cc6c74: lsl       x9, x9, #1
  0x7cc6c78: cmp       x23, x8
  0x7cc6c7c: b.lo      #0x7cc6c70
  0x7cc6c80: ldr       x0, [x19, #0x120]
  0x7cc6c84: mov       x1, x23
  0x7cc6c88: bl        #0x8b38370
  0x7cc6c8c: stp       x0, x23, [x19, #0x120]
  0x7cc6c90: cbnz      x0, #0x7cc6ca0
  0x7cc6c94: b         #0x7cc6cc0
  0x7cc6c98: ldr       x0, [x19, #0x120]
  0x7cc6c9c: cbz       x0, #0x7cc6cc0
  0x7cc6ca0: ldr       x8, [x20]
  0x7cc6ca4: mov       x1, x21
  0x7cc6ca8: mov       x2, x22
  0x7cc6cac: add       x0, x0, x8
  0x7cc6cb0: bl        #0x8b35300
  0x7cc6cb4: ldr       x8, [x20]
  0x7cc6cb8: add       x8, x8, x22
  0x7cc6cbc: str       x8, [x20]
  0x7cc6cc0: ldr       x0, [sp, #0x28]
  0x7cc6cc4: bl        #0x8b35660
  0x7cc6cc8: ldurb     w8, [x29, #-0x20]
  ...
  0x7cc6cd4: bl        #0x2efa56c
  ...
  0x7cc6d0c: bl        #0x745cbd0
  0x7cc6d10: ldp       x10, x9, [x29, #-0x20]
  0x7cc6d14: ldurb     w8, [x29, #-0x28]
  0x7cc6d18: tst       w8, #1
  0x7cc6d1c: lsr       x8, x8, #1
  0x7cc6d20: csel      x21, x21, x9, eq
  0x7cc6d24: csel      x10, x8, x10, eq
  0x7cc6d28: cbz       x21, #0x7cc6da8
  0x7cc6d2c: ldr       x9, [x19, #0x128]
  0x7cc6d30: and       x22, x10, #0xffffffff
  0x7cc6d34: ldr       x8, [x19, #0x118]
  0x7cc6d38: sub       x10, x9, x8
  0x7cc6d3c: cmp       x10, x22
  0x7cc6d40: b.hs      #0x7cc6d80
  0x7cc6d44: lsl       x10, x9, #1
  0x7cc6d48: cmp       x9, #0
  0x7cc6d4c: mov       w9, #0x2000
  0x7cc6d50: add       x8, x8, x22
  0x7cc6d54: csel      x9, x9, x10, eq
  0x7cc6d58: mov       x23, x9
  0x7cc6d5c: lsl       x9, x9, #1
  0x7cc6d60: cmp       x23, x8
  0x7cc6d64: b.lo      #0x7cc6d58
  0x7cc6d68: ldr       x0, [x19, #0x120]
  0x7cc6d6c: mov       x1, x23
  0x7cc6d70: bl        #0x8b38370
  0x7cc6d74: stp       x0, x23, [x19, #0x120]
  0x7cc6d78: cbnz      x0, #0x7cc6d88
  0x7cc6d7c: b         #0x7cc6da8
  0x7cc6d80: ldr       x0, [x19, #0x120]
  0x7cc6d84: cbz       x0, #0x7cc6da8
  0x7cc6d88: ldr       x8, [x20]
  0x7cc6d8c: mov       x1, x21
  0x7cc6d90: mov       x2, x22
  0x7cc6d94: add       x0, x0, x8
  0x7cc6d98: bl        #0x8b35300
  0x7cc6d9c: ldr       x8, [x20]
  0x7cc6da0: add       x8, x8, x22
  0x7cc6da4: str       x8, [x20]
  0x7cc6da8: ldurb     w8, [x29, #-0x28]
  0x7cc6dac: tbz       w8, #0, #0x7cc6db8
  0x7cc6db0: ldur      x0, [x29, #-0x18]
  0x7cc6db4: bl        #0x8b352c0
  ...
  0x7cc6dd0: bl        #0x8b35330
  ...
  0x7cc6e04: bl        #0x8b35260
  ...
  0x7cc6e28: bl        #0x8b352f0
  ...
  0x7cc6e48: bl        #0x745cbd0
  ...
  0x7cc6e50: sub       x10, x29, #0x28
  0x7cc6e54: ldurb     w8, [x29, #-0x28]
  0x7cc6e58: orr       x10, x10, #1
  0x7cc6e5c: tst       w8, #1
  0x7cc6e60: lsr       x8, x8, #1
  0x7cc6e64: csel      x21, x10, x9, eq
  0x7cc6e68: csel      x10, x8, x11, eq
  0x7cc6e6c: cbz       x21, #0x7cc6eec
  0x7cc6e70: ldr       x9, [x19, #0x128]
  0x7cc6e74: and       x22, x10, #0xffffffff
  0x7cc6e78: ldr       x8, [x19, #0x118]
  0x7cc6e7c: sub       x10, x9, x8
  0x7cc6e80: cmp       x10, x22
  0x7cc6e84: b.hs      #0x7cc6ec4
  0x7cc6e88: lsl       x10, x9, #1
  0x7cc6e8c: cmp       x9, #0
  0x7cc6e90: mov       w9, #0x2000
  0x7cc6e94: add       x8, x8, x22
  0x7cc6e98: csel      x9, x9, x10, eq
  0x7cc6e9c: mov       x23, x9
  0x7cc6ea0: lsl       x9, x9, #1
  0x7cc6ea4: cmp       x23, x8
  0x7cc6ea8: b.lo      #0x7cc6e9c
  0x7cc6eac: ldr       x0, [x19, #0x120]
  0x7cc6eb0: mov       x1, x23
  0x7cc6eb4: bl        #0x8b38370
  0x7cc6eb8: stp       x0, x23, [x19, #0x120]
  0x7cc6ebc: cbnz      x0, #0x7cc6ecc
  0x7cc6ec0: b         #0x7cc6eec
  0x7cc6ec4: ldr       x0, [x19, #0x120]
  0x7cc6ec8: cbz       x0, #0x7cc6eec
  0x7cc6ecc: ldr       x8, [x20]
  0x7cc6ed0: mov       x1, x21
  0x7cc6ed4: mov       x2, x22
  0x7cc6ed8: add       x0, x0, x8
  0x7cc6edc: bl        #0x8b35300
  0x7cc6ee0: ldr       x8, [x20]
  0x7cc6ee4: add       x8, x8, x22
  0x7cc6ee8: str       x8, [x20]
  0x7cc6eec: ldurb     w8, [x29, #-0x28]
  0x7cc6ef0: tbz       w8, #0, #0x7cc6efc
  0x7cc6ef4: ldur      x0, [x29, #-0x18]
  0x7cc6ef8: bl        #0x8b352c0
  ...
  0x7cc6f30: bl        #0x8b382d0
  0x7cc6f34: bl        #0x8b382d0
  0x7cc6f38: bl        #0x8b382d0
  0x7cc6f3c: bl        #0x8b382d0
  0x7cc6f40: bl        #0x8b35290

-- fn 0x7cc7ed0-0x7cc88ec base=x19 offsets=['0x118', '0x120', '0x128'] --
  ...
  0x7cc7efc: bl        #0x2f8e028
  ...
  0x7cc7f04: bl        #0x2f93838
  ...
  0x7cc7f10: bl        #0x2f912cc
  ...
  0x7cc7f20: bl        #0x8b35650
  ...
  0x7cc7f74: bl        #0x2efb614
  ...
  0x7cc800c: bl        #0x2f91f98
  ...
  0x7cc8028: bl        #0x2f913c8
  ...
  0x7cc8038: bl        #0x2f92514
  ...
  0x7cc8040: bl        #0x2f8f898
  ...
  0x7cc8048: bl        #0x2f91730
  ...
  0x7cc8054: bl        #0x2f9135c
  ...
  0x7cc8064: bl        #0x2f92514
  ...
  0x7cc806c: bl        #0x2f8f898
  ...
  0x7cc8074: bl        #0x2f91730
  ...
  0x7cc8090: bl        #0x2f913c8
  ...
  0x7cc80a0: bl        #0x2f92514
  ...
  0x7cc80a8: bl        #0x2f8f898
  ...
  0x7cc80b0: bl        #0x2f91730
  ...
  0x7cc80cc: bl        #0x2f913c8
  ...
  0x7cc80dc: bl        #0x2f92514
  ...
  0x7cc80e4: bl        #0x2f8f898
  ...
  0x7cc80ec: bl        #0x2f91730
  ...
  0x7cc8118: bl        #0x8b35290
  ...
  0x7cc812c: stp       x22, x21, [sp, #0x50]
  0x7cc8130: stp       x20, x19, [sp, #0x60]
  0x7cc8134: add       x29, sp, #0x20
  0x7cc8138: mrs       x24, tpidr_el0
  0x7cc813c: mov       x19, x0
  0x7cc8140: ldr       x8, [x24, #0x28]
  0x7cc8144: stur      x8, [x29, #-8]
  0x7cc8148: ldp       x0, x8, [x0, #0x120]
  0x7cc814c: str       xzr, [x19, #0x118]
  0x7cc8150: cbnz      x8, #0x7cc8164
  0x7cc8154: mov       w1, #0x2000
  0x7cc8158: mov       w20, #0x2000
  0x7cc815c: bl        #0x8b38370
  0x7cc8160: stp       x0, x20, [x19, #0x120]
  0x7cc8164: add       x20, x19, #0x118
  0x7cc8168: cbz       x0, #0x7cc8184
  0x7cc816c: ldr       x8, [x20]
  0x7cc8170: mov       w9, #0x84
  0x7cc8174: strb      w9, [x0, x8]
  0x7cc8178: ldr       x8, [x20]
  0x7cc817c: add       x8, x8, #1
  0x7cc8180: str       x8, [x20]
  0x7cc8184: mov       w9, #0x736d
  0x7cc8188: mov       w8, #0xa
  0x7cc818c: movk      w9, #0x6967, lsl #16
  0x7cc8190: mov       w11, #0x64
  ...
  0x7cc81b0: bl        #0x745cbd0
  0x7cc81b4: ldp       x10, x9, [sp, #8]
  0x7cc81b8: ldrb      w8, [sp]
  0x7cc81bc: tst       w8, #1
  0x7cc81c0: lsr       x8, x8, #1
  0x7cc81c4: csel      x21, x21, x9, eq
  0x7cc81c8: csel      x10, x8, x10, eq
  0x7cc81cc: cbz       x21, #0x7cc824c
  0x7cc81d0: ldr       x9, [x19, #0x128]
  0x7cc81d4: and       x22, x10, #0xffffffff
  0x7cc81d8: ldr       x8, [x19, #0x118]
  0x7cc81dc: sub       x10, x9, x8
  0x7cc81e0: cmp       x10, x22
  0x7cc81e4: b.hs      #0x7cc8224
  0x7cc81e8: lsl       x10, x9, #1
  0x7cc81ec: cmp       x9, #0
  0x7cc81f0: mov       w9, #0x2000
  0x7cc81f4: add       x8, x8, x22
  0x7cc81f8: csel      x9, x9, x10, eq
  0x7cc81fc: mov       x23, x9
  0x7cc8200: lsl       x9, x9, #1
  0x7cc8204: cmp       x23, x8
  0x7cc8208: b.lo      #0x7cc81fc
  0x7cc820c: ldr       x0, [x19, #0x120]
  0x7cc8210: mov       x1, x23
  0x7cc8214: bl        #0x8b38370
  0x7cc8218: stp       x0, x23, [x19, #0x120]
  0x7cc821c: cbnz      x0, #0x7cc822c
  0x7cc8220: b         #0x7cc824c
  0x7cc8224: ldr       x0, [x19, #0x120]
  0x7cc8228: cbz       x0, #0x7cc824c
  0x7cc822c: ldr       x8, [x20]
  0x7cc8230: mov       x1, x21
  0x7cc8234: mov       x2, x22
  0x7cc8238: add       x0, x0, x8
  0x7cc823c: bl        #0x8b35300
  0x7cc8240: ldr       x8, [x20]
  0x7cc8244: add       x8, x8, x22
  0x7cc8248: str       x8, [x20]
  0x7cc824c: ldrb      w8, [sp]
  0x7cc8250: tbz       w8, #0, #0x7cc825c
  0x7cc8254: ldr       x0, [sp, #0x10]
  0x7cc8258: bl        #0x8b352c0
  ...
  0x7cc8274: bl        #0x8b35330
  ...
  0x7cc82a8: bl        #0x8b35260
  ...
  0x7cc82c8: bl        #0x8b352f0
  ...
  0x7cc82e8: bl        #0x745cbd0
  ...
  0x7cc82f0: mov       x10, sp
  0x7cc82f4: ldrb      w8, [sp]
  0x7cc82f8: orr       x10, x10, #1
  0x7cc82fc: tst       w8, #1
  0x7cc8300: lsr       x8, x8, #1
  0x7cc8304: csel      x21, x10, x9, eq
  0x7cc8308: csel      x10, x8, x11, eq
  0x7cc830c: cbz       x21, #0x7cc838c
  0x7cc8310: ldr       x9, [x19, #0x128]
  0x7cc8314: and       x22, x10, #0xffffffff
  0x7cc8318: ldr       x8, [x19, #0x118]
  0x7cc831c: sub       x10, x9, x8
  0x7cc8320: cmp       x10, x22
  0x7cc8324: b.hs      #0x7cc8364
  0x7cc8328: lsl       x10, x9, #1
  0x7cc832c: cmp       x9, #0
  0x7cc8330: mov       w9, #0x2000
  0x7cc8334: add       x8, x8, x22
  0x7cc8338: csel      x9, x9, x10, eq
  0x7cc833c: mov       x23, x9
  0x7cc8340: lsl       x9, x9, #1
  0x7cc8344: cmp       x23, x8
  0x7cc8348: b.lo      #0x7cc833c
  0x7cc834c: ldr       x0, [x19, #0x120]
  0x7cc8350: mov       x1, x23
  0x7cc8354: bl        #0x8b38370
  0x7cc8358: stp       x0, x23, [x19, #0x120]
  0x7cc835c: cbnz      x0, #0x7cc836c
  0x7cc8360: b         #0x7cc838c
  0x7cc8364: ldr       x0, [x19, #0x120]
  0x7cc8368: cbz       x0, #0x7cc838c
  0x7cc836c: ldr       x8, [x20]
  0x7cc8370: mov       x1, x21
  0x7cc8374: mov       x2, x22
  0x7cc8378: add       x0, x0, x8
  0x7cc837c: bl        #0x8b35300
  0x7cc8380: ldr       x8, [x20]
  0x7cc8384: add       x8, x8, x22
  0x7cc8388: str       x8, [x20]
  0x7cc838c: ldrb      w8, [sp]
  0x7cc8390: tbz       w8, #0, #0x7cc839c
  0x7cc8394: ldr       x0, [sp, #0x10]
  0x7cc8398: bl        #0x8b352c0
  ...
  0x7cc83c4: bl        #0x745cbd0
  0x7cc83c8: ldp       x10, x9, [sp, #8]
  0x7cc83cc: ldrb      w8, [sp]
  0x7cc83d0: tst       w8, #1
  0x7cc83d4: lsr       x8, x8, #1
  0x7cc83d8: csel      x21, x21, x9, eq
  0x7cc83dc: csel      x10, x8, x10, eq
  0x7cc83e0: cbz       x21, #0x7cc8460
  0x7cc83e4: ldr       x9, [x19, #0x128]
  0x7cc83e8: and       x22, x10, #0xffffffff
  0x7cc83ec: ldr       x8, [x19, #0x118]
  0x7cc83f0: sub       x10, x9, x8
  0x7cc83f4: cmp       x10, x22
  0x7cc83f8: b.hs      #0x7cc8438
  0x7cc83fc: lsl       x10, x9, #1
  0x7cc8400: cmp       x9, #0
  0x7cc8404: mov       w9, #0x2000
  0x7cc8408: add       x8, x8, x22
  0x7cc840c: csel      x9, x9, x10, eq
  0x7cc8410: mov       x23, x9
  0x7cc8414: lsl       x9, x9, #1
  0x7cc8418: cmp       x23, x8
  0x7cc841c: b.lo      #0x7cc8410
  0x7cc8420: ldr       x0, [x19, #0x120]
  0x7cc8424: mov       x1, x23
  0x7cc8428: bl        #0x8b38370
  0x7cc842c: stp       x0, x23, [x19, #0x120]
  0x7cc8430: cbnz      x0, #0x7cc8440
  0x7cc8434: b         #0x7cc8460
  0x7cc8438: ldr       x0, [x19, #0x120]
  0x7cc843c: cbz       x0, #0x7cc8460
  0x7cc8440: ldr       x8, [x20]
  0x7cc8444: mov       x1, x21
  0x7cc8448: mov       x2, x22
  0x7cc844c: add       x0, x0, x8
  0x7cc8450: bl        #0x8b35300
  0x7cc8454: ldr       x8, [x20]
  0x7cc8458: add       x8, x8, x22
  0x7cc845c: str       x8, [x20]
  0x7cc8460: ldrb      w8, [sp]
  0x7cc8464: tbz       w8, #0, #0x7cc8470
  0x7cc8468: ldr       x0, [sp, #0x10]
  0x7cc846c: bl        #0x8b352c0
  ...
  0x7cc8478: bl        #0x745cd70
  ...
  0x7cc84a4: bl        #0x745cbd0
  0x7cc84a8: ldp       x10, x9, [sp, #8]
  0x7cc84ac: ldrb      w8, [sp]
  0x7cc84b0: tst       w8, #1
  0x7cc84b4: lsr       x8, x8, #1
  0x7cc84b8: csel      x21, x21, x9, eq
  0x7cc84bc: csel      x10, x8, x10, eq
  0x7cc84c0: cbz       x21, #0x7cc8540
  0x7cc84c4: ldr       x9, [x19, #0x128]
  0x7cc84c8: and       x22, x10, #0xffffffff
  0x7cc84cc: ldr       x8, [x19, #0x118]
  0x7cc84d0: sub       x10, x9, x8
  0x7cc84d4: cmp       x10, x22
  0x7cc84d8: b.hs      #0x7cc8518
  0x7cc84dc: lsl       x10, x9, #1
  0x7cc84e0: cmp       x9, #0
  0x7cc84e4: mov       w9, #0x2000
  0x7cc84e8: add       x8, x8, x22
  0x7cc84ec: csel      x9, x9, x10, eq
  0x7cc84f0: mov       x23, x9
  0x7cc84f4: lsl       x9, x9, #1
  0x7cc84f8: cmp       x23, x8
  0x7cc84fc: b.lo      #0x7cc84f0
  0x7cc8500: ldr       x0, [x19, #0x120]
  0x7cc8504: mov       x1, x23
  0x7cc8508: bl        #0x8b38370
  0x7cc850c: stp       x0, x23, [x19, #0x120]
  0x7cc8510: cbnz      x0, #0x7cc8520
  0x7cc8514: b         #0x7cc8540
  0x7cc8518: ldr       x0, [x19, #0x120]
  0x7cc851c: cbz       x0, #0x7cc8540
  0x7cc8520: ldr       x8, [x20]
  0x7cc8524: mov       x1, x21
  0x7cc8528: mov       x2, x22
  0x7cc852c: add       x0, x0, x8
  0x7cc8530: bl        #0x8b35300
  0x7cc8534: ldr       x8, [x20]
  0x7cc8538: add       x8, x8, x22
  0x7cc853c: str       x8, [x20]
  0x7cc8540: ldrb      w8, [sp]
  0x7cc8544: tbz       w8, #0, #0x7cc8550
  0x7cc8548: ldr       x0, [sp, #0x10]
  0x7cc854c: bl        #0x8b352c0
  ...
  0x7cc8568: bl        #0x8b35330
  ...
  0x7cc859c: bl        #0x8b35260
  ...
  0x7cc85bc: bl        #0x8b352f0
  ...
  0x7cc85dc: bl        #0x745cbd0
  ...
  0x7cc85e4: mov       x10, sp
  0x7cc85e8: ldrb      w8, [sp]
  0x7cc85ec: orr       x10, x10, #1
  0x7cc85f0: tst       w8, #1
  0x7cc85f4: lsr       x8, x8, #1
  0x7cc85f8: csel      x21, x10, x9, eq
  0x7cc85fc: csel      x10, x8, x11, eq
  0x7cc8600: cbz       x21, #0x7cc8680
  0x7cc8604: ldr       x9, [x19, #0x128]
  0x7cc8608: and       x22, x10, #0xffffffff
  0x7cc860c: ldr       x8, [x19, #0x118]
  0x7cc8610: sub       x10, x9, x8
  0x7cc8614: cmp       x10, x22
  0x7cc8618: b.hs      #0x7cc8658
  0x7cc861c: lsl       x10, x9, #1
  0x7cc8620: cmp       x9, #0
  0x7cc8624: mov       w9, #0x2000
  0x7cc8628: add       x8, x8, x22
  0x7cc862c: csel      x9, x9, x10, eq
  0x7cc8630: mov       x23, x9
  0x7cc8634: lsl       x9, x9, #1
  0x7cc8638: cmp       x23, x8
  0x7cc863c: b.lo      #0x7cc8630
  0x7cc8640: ldr       x0, [x19, #0x120]
  0x7cc8644: mov       x1, x23
  0x7cc8648: bl        #0x8b38370
  0x7cc864c: stp       x0, x23, [x19, #0x120]
  0x7cc8650: cbnz      x0, #0x7cc8660
  0x7cc8654: b         #0x7cc8680
  0x7cc8658: ldr       x0, [x19, #0x120]
  0x7cc865c: cbz       x0, #0x7cc8680
  0x7cc8660: ldr       x8, [x20]
  0x7cc8664: mov       x1, x21
  0x7cc8668: mov       x2, x22
  0x7cc866c: add       x0, x0, x8
  0x7cc8670: bl        #0x8b35300
  0x7cc8674: ldr       x8, [x20]
  0x7cc8678: add       x8, x8, x22
  0x7cc867c: str       x8, [x20]
  0x7cc8680: ldrb      w8, [sp]
  0x7cc8684: tbz       w8, #0, #0x7cc8690
  0x7cc8688: ldr       x0, [sp, #0x10]
  0x7cc868c: bl        #0x8b352c0
  ...
  0x7cc86c0: bl        #0x745cbd0
  0x7cc86c4: ldp       x10, x9, [sp, #8]
  0x7cc86c8: ldrb      w8, [sp]
  0x7cc86cc: tst       w8, #1
  0x7cc86d0: lsr       x8, x8, #1
  0x7cc86d4: csel      x21, x21, x9, eq
  0x7cc86d8: csel      x10, x8, x10, eq
  0x7cc86dc: cbz       x21, #0x7cc875c
  0x7cc86e0: ldr       x9, [x19, #0x128]
  0x7cc86e4: and       x22, x10, #0xffffffff
  0x7cc86e8: ldr       x8, [x19, #0x118]
  0x7cc86ec: sub       x10, x9, x8
  0x7cc86f0: cmp       x10, x22
  0x7cc86f4: b.hs      #0x7cc8734
  0x7cc86f8: lsl       x10, x9, #1
  0x7cc86fc: cmp       x9, #0
  0x7cc8700: mov       w9, #0x2000
  0x7cc8704: add       x8, x8, x22
  0x7cc8708: csel      x9, x9, x10, eq
  0x7cc870c: mov       x23, x9
  0x7cc8710: lsl       x9, x9, #1
  0x7cc8714: cmp       x23, x8
  0x7cc8718: b.lo      #0x7cc870c
  0x7cc871c: ldr       x0, [x19, #0x120]
  0x7cc8720: mov       x1, x23
  0x7cc8724: bl        #0x8b38370
  0x7cc8728: stp       x0, x23, [x19, #0x120]
  0x7cc872c: cbnz      x0, #0x7cc873c
  0x7cc8730: b         #0x7cc875c
  0x7cc8734: ldr       x0, [x19, #0x120]
  0x7cc8738: cbz       x0, #0x7cc875c
  0x7cc873c: ldr       x8, [x20]
  0x7cc8740: mov       x1, x21
  0x7cc8744: mov       x2, x22
  0x7cc8748: add       x0, x0, x8
  0x7cc874c: bl        #0x8b35300
  0x7cc8750: ldr       x8, [x20]
  0x7cc8754: add       x8, x8, x22
  0x7cc8758: str       x8, [x20]
  0x7cc875c: ldrb      w8, [sp]
  0x7cc8760: tbz       w8, #0, #0x7cc876c
  0x7cc8764: ldr       x0, [sp, #0x10]
  0x7cc8768: bl        #0x8b352c0
  ...
  0x7cc8784: bl        #0x8b35330
  ...
  0x7cc87b8: bl        #0x8b35260
  ...
  0x7cc87d8: bl        #0x8b352f0
  ...
  0x7cc87f8: bl        #0x745cbd0
  ...
  0x7cc8800: mov       x10, sp
  0x7cc8804: ldrb      w8, [sp]
  0x7cc8808: orr       x10, x10, #1
  0x7cc880c: tst       w8, #1
  0x7cc8810: lsr       x8, x8, #1
  0x7cc8814: csel      x21, x10, x9, eq
  0x7cc8818: csel      x10, x8, x11, eq
  0x7cc881c: cbz       x21, #0x7cc889c
  0x7cc8820: ldr       x9, [x19, #0x128]
  0x7cc8824: and       x22, x10, #0xffffffff
  0x7cc8828: ldr       x8, [x19, #0x118]
  0x7cc882c: sub       x10, x9, x8
  0x7cc8830: cmp       x10, x22
  0x7cc8834: b.hs      #0x7cc8874
  0x7cc8838: lsl       x10, x9, #1
  0x7cc883c: cmp       x9, #0
  0x7cc8840: mov       w9, #0x2000
  0x7cc8844: add       x8, x8, x22
  0x7cc8848: csel      x9, x9, x10, eq
  0x7cc884c: mov       x23, x9
  0x7cc8850: lsl       x9, x9, #1
  0x7cc8854: cmp       x23, x8
  0x7cc8858: b.lo      #0x7cc884c
  0x7cc885c: ldr       x0, [x19, #0x120]
  0x7cc8860: mov       x1, x23
  0x7cc8864: bl        #0x8b38370
  0x7cc8868: stp       x0, x23, [x19, #0x120]
  0x7cc886c: cbnz      x0, #0x7cc887c
  0x7cc8870: b         #0x7cc889c
  0x7cc8874: ldr       x0, [x19, #0x120]
  0x7cc8878: cbz       x0, #0x7cc889c
  0x7cc887c: ldr       x8, [x20]
  0x7cc8880: mov       x1, x21
  0x7cc8884: mov       x2, x22
  0x7cc8888: add       x0, x0, x8
  0x7cc888c: bl        #0x8b35300
  0x7cc8890: ldr       x8, [x20]
  0x7cc8894: add       x8, x8, x22
  0x7cc8898: str       x8, [x20]
  0x7cc889c: ldrb      w8, [sp]
  0x7cc88a0: tbz       w8, #0, #0x7cc88ac
  0x7cc88a4: ldr       x0, [sp, #0x10]
  0x7cc88a8: bl        #0x8b352c0
  ...
  0x7cc88dc: bl        #0x8b382d0
  0x7cc88e0: bl        #0x8b382d0
  0x7cc88e4: bl        #0x8b382d0
  0x7cc88e8: bl        #0x8b35290

-- fn 0x7cc9250-0x7cca4d0 base=x19 offsets=['0x118', '0x120', '0x128'] --
  ...
  0x7cc927c: bl        #0x2f8e028
  ...
